id,longitude,latitude
1,121.428882,31.025837
2,121.428932,31.025672
3,121.434872,31.027365
4,121.435538,31.026293
5,121.435647,31.025714
6,121.436691,31.023796
7,121.436901,31.023834
8,121.436272,31.025182
9,121.436183,31.026205
10,121.435036,31.02778
