TIME,LATITUDE,LONGITUDE,TYPE,NR-TAC,NR-PCI,NR-CI,NR-ARFCN,CSI-RSRP,CSI-RSRQ,CSI-SINR,SS-RSRP,SS-RSRQ,SS-SINR,TAC,PCI,ECI,EARFCN,BAND_WIDTH,RSSI,RSRP,RSRQ,SINR,CQI,LAC,CI,RXLEV,ARFCN,BSIC,PSC,UARFCN,NID,BID,SID,CDMADBM,CDMAECIO,EVDODBM,EVDOECIO,EVDOSNR
20230113 17:25:29.287,31.024788,121.431201,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:29.900,31.024788,121.431201,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-86,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:25:30.301,31.024797,121.431192,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-86,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:25:31.271,31.024806,121.431181,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-86,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:25:32.069,31.024806,121.431181,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:32.315,31.024816,121.431172,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:33.147,31.024816,121.431172,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-84,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:25:33.283,31.024828,121.431167,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-84,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:25:34.186,31.024828,121.431167,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:34.303,31.024839,121.43116,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:35.329,31.024851,121.431153,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:36.292,31.024864,121.431146,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:36.326,31.024864,121.431146,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:25:37.336,31.024876,121.431139,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:25:38.322,31.024887,121.431131,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:25:38.550,31.024887,121.431131,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:25:39.290,31.024898,121.431123,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:25:40.293,31.02491,121.431116,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:25:40.719,31.02491,121.431116,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:41.286,31.024923,121.43111,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:42.298,31.024934,121.431107,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:42.911,31.024934,121.431107,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:25:43.283,31.024946,121.431102,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:25:44.314,31.024958,121.431098,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:25:45.076,31.024958,121.431098,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-93,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:45.312,31.024969,121.431094,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-93,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:46.310,31.02498,121.431091,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-93,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:47.217,31.02498,121.431091,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:47.295,31.024992,121.431089,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:48.271,31.025004,121.431086,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:49.289,31.025004,121.431086,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:49.328,31.025016,121.431083,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:25:49.356,31.025016,121.431083,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:25:50.269,31.025028,121.431083,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:25:51.283,31.025041,121.431084,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:25:51.546,31.025041,121.431084,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:25:52.307,31.025052,121.43109,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:25:53.287,31.025061,121.431101,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:25:53.711,31.025061,121.431101,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:25:54.281,31.025068,121.431115,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:25:55.304,31.025074,121.431127,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:25:55.840,31.025074,121.431127,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-93,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:25:56.353,31.025079,121.43114,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-93,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:25:57.271,31.025082,121.431153,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-93,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:25:57.772,31.025082,121.431153,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-86,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:25:57.846,31.025082,121.431153,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-93,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:25:58.268,31.025082,121.431167,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-93,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:25:59.270,31.025087,121.431181,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-93,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:00.144,31.025087,121.431181,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:00.271,31.025093,121.431193,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:01.267,31.025097,121.431206,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:02.305,31.025101,121.431216,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:03.269,31.025104,121.431229,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:03.748,31.025104,121.431229,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:26:04.298,31.025108,121.431242,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:26:04.478,31.025108,121.431242,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:05.278,31.025111,121.431254,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:06.286,31.025115,121.431268,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:06.635,31.025115,121.431268,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-87,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:07.282,31.02512,121.431281,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-87,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:08.287,31.025125,121.431294,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-87,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:08.788,31.025125,121.431294,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:09.282,31.02513,121.431308,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:10.285,31.025132,121.431324,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:10.932,31.025132,121.431324,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:11.286,31.025135,121.431338,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:12.297,31.025139,121.431353,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:13.131,31.025139,121.431353,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:13.278,31.02514,121.431367,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:14.289,31.025143,121.431381,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:15.300,31.025147,121.431395,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:15.301,31.025147,121.431395,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:16.354,31.025147,121.431395,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:16.390,31.025149,121.431408,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:17.290,31.025152,121.431422,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:17.332,31.025152,121.431422,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:18.313,31.025156,121.431434,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:19.307,31.02516,121.431446,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:19.823,31.02516,121.431446,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:20.301,31.02516,121.431456,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:21.283,31.02516,121.431467,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:22.011,31.02516,121.431467,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:22.316,31.025161,121.431468,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:23.296,31.025159,121.431471,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:24.207,31.025159,121.431471,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:24.241,31.025159,121.431471,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:24.291,31.025157,121.431474,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:25.282,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:26.267,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-92,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:26.286,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:27.261,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:28.303,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:28.525,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:29.326,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:30.258,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:30.634,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:31.268,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:32.253,31.025156,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:33.253,31.025157,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:33.754,31.025157,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-87,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:34.246,31.025157,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-87,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:34.756,31.025157,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:35.259,31.025157,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:36.272,31.025157,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:37.272,31.025157,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:38.287,31.025157,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:39.246,31.025157,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:40.257,31.025157,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:41.199,31.025157,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:41.267,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:42.291,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:43.267,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:43.384,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-95,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:44.278,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-95,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:45.263,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-95,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:45.454,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:46.251,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:47.257,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-94,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:47.527,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:48.269,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:49.259,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:49.647,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:50.258,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:51.264,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:52.266,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:53.258,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:54.024,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:54.262,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:55.242,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:56.258,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:56.280,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:57.388,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:58.237,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:26:58.370,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:26:59.240,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:00.251,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:01.256,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:02.250,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:03.247,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:04.257,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-90,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:04.647,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:05.243,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:06.260,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-89,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:06.705,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:07.273,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:08.267,31.025158,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:27:08.951,31.025158,121.431473,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:27:09.274,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:27:10.291,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-88,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:27:11.182,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:27:11.269,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:27:12.300,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:27:12.309,31.025158,121.431472,LTE,,,,,,,,,,,6234,17,15186016,3590,10000,,-91,-9,19.2,,,,,,,,,,,,,,,,
